pop	state	county	tract
926	39	099	802100
925	39	099	802300
2381	39	099	802400
1553	39	099	802500
2010	39	099	802600
2998	39	099	802701
2960	39	099	802702
2553	39	099	802800
2607	39	099	802900
2099	39	099	803000
2208	39	099	804000
1335	39	099	804100
2564	39	099	804200
988	39	099	804300
3975	39	099	810100
2382	39	099	810200
1770	39	099	810300
2986	39	099	810600
5454	39	099	810700
2134	39	099	810800
2167	39	099	810900
3954	39	099	811001
7630	39	099	811002
1132	39	099	811100
2413	39	099	811200
6667	39	099	811300
3360	39	099	811400
5554	39	099	811500
3557	39	099	811600
2569	39	099	811700
1357	39	099	811800
4232	39	099	811901
3585	39	099	811902
5447	39	099	812001
4099	39	099	812002
9473	39	099	812100
6514	39	099	812200
4132	39	099	812301
6281	39	099	812302
3073	39	099	812400
5273	39	099	812500
4058	39	099	812601
5059	39	099	812602
8449	39	099	812603
2069	39	099	812700
3677	39	099	812800
4232	39	099	812900
4476	39	099	813000
4315	39	099	813200
3183	39	099	813300
3534	39	099	813400
7317	39	099	813500
8257	39	099	813600
2748	39	099	813700
2987	39	099	813800
1953	39	099	813900
3102	39	099	814000
2596	39	099	814100
1254	39	101	000100
3177	39	101	000200
2185	39	101	000300
3877	39	101	000400
2451	39	101	000501
2528	39	101	000502
5072	39	101	000600
2655	39	101	000700
2309	39	101	000800
3967	39	101	000900
3078	39	101	001000
2361	39	101	001100
5087	39	101	010100
5146	39	101	010201
5930	39	101	010202
4786	39	101	010300
4686	39	101	010400
5622	39	101	010500
7779	39	103	400100
5214	39	103	402000
3300	39	103	403001
3187	39	103	403002
4080	39	103	404000
4525	39	103	405000
5327	39	103	406000
6761	39	103	407000
2861	39	103	408001
1803	39	103	408002
2888	39	103	408003
6818	39	103	408100
4364	39	103	408201
5379	39	103	408202
3636	39	103	408301
10194	39	103	408302
2158	39	103	409001
4583	39	103	409002
4272	39	103	410000
1748	39	103	411001
2941	39	103	411002
4319	39	103	412000
5565	39	103	413000
4039	39	103	415100
4409	39	103	415200
4294	39	103	415300
4726	39	103	415400
6875	39	103	415800
5481	39	103	416000
4833	39	103	416100
3878	39	103	416200
2604	39	103	416300
3353	39	103	416400
7763	39	103	417000
6205	39	103	417100
7344	39	103	417200
4585	39	103	417300
4323	39	105	964100
4800	39	105	964200
4658	39	105	964300
3243	39	105	964400
3160	39	105	964500
3380	39	105	964600
3661	39	107	967200
4721	39	107	967300
4625	39	107	967400
4857	39	107	967500
3089	39	107	967600
6226	39	107	967700
1971	39	107	967800
6617	39	107	967900
5022	39	107	968000
4545	39	109	300100
3982	39	109	315001
4862	39	109	315002
5888	39	109	315100
4786	39	109	315300
3713	39	109	320100
2770	39	109	325000
3418	39	109	330100
5184	39	109	340100
4767	39	109	345000
7833	39	109	350100
6188	39	109	355001
1663	39	109	355002
8655	39	109	365000
3979	39	109	365101
5022	39	109	365102
3476	39	109	365200
5856	39	109	365301
5794	39	109	365302
6188	39	109	380100
4576	39	109	390100
3258	39	111	966600
3716	39	111	966700
3907	39	111	966800
3709	39	111	966900
2727	39	113	000100
2542	39	113	000200
1773	39	113	000300
3911	39	113	000400
4088	39	113	000500
1800	39	113	000600
2643	39	113	000700
3284	39	113	000801
2188	39	113	000802
2572	39	113	000900
1144	39	113	001000
4130	39	113	001100
1077	39	113	001200
3605	39	113	001501
2167	39	113	001600
682	39	113	001700
5591	39	113	001800
4519	39	113	001900
3081	39	113	002000
3335	39	113	002200
3028	39	113	002300
2487	39	113	002400
5356	39	113	002500
5220	39	113	002600
2172	39	113	002700
2059	39	113	002800
4010	39	113	002900
3078	39	113	003000
2535	39	113	003100
3131	39	113	003201
4355	39	113	003300
7101	39	113	003402
3889	39	113	003403
1913	39	113	003404
2312	39	113	003500
3276	39	113	003800
2290	39	113	003900
2343	39	113	004100
2417	39	113	004200
2189	39	113	004300
2342	39	113	004400
1632	39	113	004600
2016	39	113	010100
7134	39	113	010200
2901	39	113	020100
2921	39	113	020200
2657	39	113	020300
6462	39	113	020400
1460	39	113	020500
1774	39	113	020601
1669	39	113	020602
3033	39	113	020700
2441	39	113	020800
2509	39	113	020900
1681	39	113	021000
3223	39	113	021100
1717	39	113	021200
2923	39	113	021301
2056	39	113	021302
2666	39	113	021400
2963	39	113	021501
1606	39	113	021502
2174	39	113	021601
3394	39	113	021602
2433	39	113	021700
2101	39	113	021800
2083	39	113	021900
4559	39	113	030100
2925	39	113	030200
1751	39	113	040101
2177	39	113	040102
2775	39	113	040103
2791	39	113	040201
2530	39	113	040203
4962	39	113	040204
5647	39	113	040302
5039	39	113	040303
2876	39	113	040305
5112	39	113	040306
5096	39	113	040401
3953	39	113	040403
5572	39	113	040405
6343	39	113	040406
3738	39	113	050101
8503	39	113	050103
2327	39	113	050104
4781	39	113	050105
2968	39	113	050301
5329	39	113	050302
4410	39	113	050303
5072	39	113	050401
2355	39	113	050402
2885	39	113	050502
6360	39	113	050503
6346	39	113	050504
3917	39	113	050600
3189	39	113	060100
1698	39	113	060200
4202	39	113	060300
4788	39	113	070101
3429	39	113	070102
1514	39	113	070201
1857	39	113	070202
2734	39	113	070300
2392	39	113	070400
4054	39	113	070500
1157	39	113	070600
3561	39	113	070700
5780	39	113	080100
2781	39	113	080200
2221	39	113	080300
3274	39	113	080400
6652	39	113	080500
1622	39	113	080600
2116	39	113	080700
5975	39	113	090302
3504	39	113	090303
7002	39	113	090304
3696	39	113	090600
1458	39	113	090700
1344	39	113	090800
3738	39	113	090900
2471	39	113	091000
2822	39	113	091100
6253	39	113	100101
5819	39	113	100102
4678	39	113	100201
2490	39	113	100202
5115	39	113	100203
4093	39	113	100301
3064	39	113	100302
4842	39	113	100400
1269	39	113	110100
4437	39	113	110201
2837	39	113	110202
3807	39	113	115002
5673	39	113	115011
5504	39	113	115012
5118	39	113	120101
4890	39	113	120102
2878	39	113	120103
6251	39	113	125000
7455	39	113	125101
6209	39	113	125102
2471	39	113	130101
6421	39	113	130102
5994	39	113	140100
6340	39	113	150100
1965	39	113	160100
6468	39	113	165000
2672	39	113	165100
1667	39	113	165200
0	39	113	980000
3752	39	115	968800
4204	39	115	968900
3845	39	115	969000
3176	39	115	969100
4080	39	117	965000
4608	39	117	965100
7038	39	117	965200
5911	39	117	965300
6441	39	117	965400
6913	39	117	965500
4790	39	119	911000
5776	39	119	911100
6735	39	119	911200
6138	39	119	911300
3534	39	119	911400
4778	39	119	911500
5955	39	119	911600
3547	39	119	911700
3167	39	119	911800
3566	39	119	911900
3201	39	119	912000
3504	39	119	912100
3365	39	119	912200
4297	39	119	912300
4090	39	119	912400
4497	39	119	912500
3583	39	119	912600
5624	39	119	912700
5800	39	119	912800
4071	39	121	968300
7152	39	121	968400
3338	39	121	968500
705	39	123	050100
1809	39	123	050201
1769	39	123	050202
2676	39	123	050301
2461	39	123	050302
3080	39	123	050500
3489	39	123	050600
3372	39	123	050700
4233	39	123	050800
5656	39	123	050900
5055	39	123	051000
3775	39	123	051100
3224	39	123	051200
2899	39	125	960100
4400	39	125	960200
4061	39	125	960300
4223	39	125	960400
3710	39	125	960500
7398	39	127	965800
6744	39	127	965900
5073	39	127	966000
4613	39	127	966100
5940	39	127	966200
6232	39	127	966300
1743	39	129	020100
2646	39	129	020200
5182	39	129	020310
3419	39	129	020320
2634	39	129	020400
7940	39	129	021100
7642	39	129	021200
3215	39	129	021300
3383	39	129	021401
6907	39	129	021402
3401	39	129	021500
3324	39	129	021600
4843	39	129	021700
5791	39	131	952200
5273	39	131	952300
3158	39	131	952400
3801	39	131	952500
5944	39	131	952600
4537	39	131	952700
3677	39	133	600102
5913	39	133	600103
6115	39	133	600200
8743	39	133	600301
6825	39	133	600302
6226	39	133	600401
5383	39	133	600402
4701	39	133	600403
5646	39	133	600500
2828	39	133	600602
3535	39	133	600603
1824	39	133	600703
1672	39	133	600704
2576	39	133	600705
2919	39	133	600706
3303	39	133	600800
3814	39	133	600901
5479	39	133	600902
2458	39	133	601000
5699	39	133	601100
4367	39	133	601200
7831	39	133	601300
4997	39	133	601400
2413	39	133	601501
5960	39	133	601502
4642	39	133	601503
3900	39	133	601600
5646	39	133	601701
6094	39	133	601702
3878	39	133	601801
4311	39	133	601802
2716	39	133	601901
2809	39	133	601902
5283	39	133	602000
7370	39	133	602100
3285	39	135	400100
2275	39	135	410100
4551	39	135	420100
2767	39	135	430100
3820	39	135	440100
2066	39	135	450100
2377	39	135	455001
5529	39	135	455002
3015	39	135	460100
3528	39	135	470101
4312	39	135	470102
4362	39	135	480100
4531	39	137	030100
5915	39	137	030200
7807	39	137	030300
3217	39	137	030400
3758	39	137	030500
4336	39	137	030600
4692	39	137	030700
2481	39	139	000400
3649	39	139	000500
3149	39	139	000600
3052	39	139	000700
2674	39	139	000800
4323	39	139	000900
4779	39	139	001000
2911	39	139	001100
3966	39	139	001200
3395	39	139	001300
2032	39	139	001400
2062	39	139	001500
2218	39	139	001600
5315	39	139	001700
3511	39	139	001800
6152	39	139	001900
5399	39	139	002000
5359	39	139	002101
4473	39	139	002102
6930	39	139	002200
6099	39	139	002300
5608	39	139	002400
4003	39	139	002500
4983	39	139	002600
4877	39	139	002700
4047	39	139	002800
4393	39	139	002900
5083	39	139	003001
3572	39	139	003002
2318	39	139	003100
6241	39	141	955500
2265	39	141	955601
5433	39	141	955602
4089	39	141	955603
5905	39	141	955700
7140	39	141	955800
4044	39	141	955900
5145	39	141	956000
3622	39	141	956100
2353	39	141	956200
3158	39	141	956300
3447	39	141	956400
4167	39	141	956500
5274	39	141	956600
4398	39	141	956700
6100	39	141	956800
4771	39	141	956900
3482	39	143	960800
3498	39	143	960900
4170	39	143	961000
4157	39	143	961100
3892	39	143	961200
4384	39	143	961300
3085	39	143	961400
4319	39	143	961500
3272	39	143	961600
2952	39	143	961700
4023	39	143	961800
3801	39	143	961900
6135	39	143	962000
4891	39	143	962100
4437	39	143	962200
4881	39	145	002100
5174	39	145	002200
4908	39	145	002300
6078	39	145	002400
2835	39	145	002500
4145	39	145	002600
5279	39	145	002700
4862	39	145	002800
6087	39	145	002900
3560	39	145	003000
3581	39	145	003100
1875	39	145	003200
2399	39	145	003300
3247	39	145	003400
2425	39	145	003500
2343	39	145	003600
3422	39	145	003700
4579	39	145	003800
2809	39	145	003900
4031	39	145	004000
3741	39	147	962500
4226	39	147	962600
3401	39	147	962700
3640	39	147	962800
3946	39	147	962900
3414	39	147	963000
4513	39	147	963100
4210	39	147	963200
3936	39	147	963300
4317	39	147	963400
3627	39	147	963500
4488	39	147	963600
4813	39	147	963700
3828	39	147	963800
4403	39	149	971400
5451	39	149	971500
4884	39	149	971600
4368	39	149	971700
5651	39	149	971800
4440	39	149	971900
3462	39	149	972000
5489	39	149	972100
5590	39	149	972200
5427	39	149	972300
1152	39	151	700100
6179	39	151	700200
2750	39	151	700300
4816	39	151	700400
2925	39	151	700500
3225	39	151	700600
6891	39	151	700700
3998	39	151	700800
3214	39	151	701000
3153	39	151	701100
3599	39	151	701200
4644	39	151	701300
2856	39	151	701500
2840	39	151	701700
2406	39	151	701800
3350	39	151	702100
3411	39	151	702300
3238	39	151	702500
4824	39	151	710200
3436	39	151	710300
842	39	151	710400
4477	39	151	710500
4840	39	151	710600
3544	39	151	710700
5429	39	151	710800
4357	39	151	710900
7459	39	151	711000
4941	39	151	711111
5141	39	151	711112
6591	39	151	711121
5864	39	151	711122
4152	39	151	711202
6959	39	151	711211
2591	39	151	711212
7881	39	151	711311
7086	39	151	711312
3943	39	151	711321
3278	39	151	711322
6662	39	151	711402
3796	39	151	711411
4305	39	151	711412
3948	39	151	711501
3153	39	151	711502
6114	39	151	711600
5518	39	151	711700
4778	39	151	711800
5000	39	151	711900
4285	39	151	712000
7283	39	151	712102
6060	39	151	712111
1755	39	151	712112
6402	39	151	712201
5754	39	151	712202
5963	39	151	712300
7083	39	151	712400
1982	39	151	712500
2368	39	151	712601
4732	39	151	712602
5475	39	151	712700
4818	39	151	712800
4053	39	151	712900
3703	39	151	713000
5823	39	151	713100
7163	39	151	713201
2043	39	151	713202
4595	39	151	713300
5504	39	151	713401
4253	39	151	713402
5213	39	151	713501
5497	39	151	713502
2378	39	151	713600
2310	39	151	713700
2008	39	151	713900
4286	39	151	714000
3564	39	151	714100
2840	39	151	714200
4270	39	151	714302
3719	39	151	714400
4247	39	151	714600
5651	39	151	714701
2779	39	151	714702
6520	39	151	714801
2797	39	151	714802
3938	39	151	714901
3673	39	151	714902
2747	39	151	715000
1687	39	153	501100
1480	39	153	501700
805	39	153	501800
2477	39	153	501900
2993	39	153	502101
4366	39	153	502102
5709	39	153	502200
5145	39	153	502300
860	39	153	502500
2974	39	153	502600
6489	39	153	502700
4341	39	153	502800
2157	39	153	503100
2018	39	153	503200
5284	39	153	503300
1403	39	153	503400
3469	39	153	503500
4159	39	153	503600
5820	39	153	503701
5918	39	153	503702
3945	39	153	503800
1407	39	153	504100
2311	39	153	504200
1291	39	153	504400
2226	39	153	504500
3432	39	153	504600
4738	39	153	504700
4746	39	153	504800
1338	39	153	505200
1452	39	153	505300
3550	39	153	505400
2702	39	153	505500
1270	39	153	505600
2548	39	153	505700
5131	39	153	505800
2647	39	153	505900
5630	39	153	506100
4058	39	153	506200
3071	39	153	506400
2653	39	153	506500
2802	39	153	506600
1322	39	153	506700
2147	39	153	506800
4494	39	153	507101
2697	39	153	507102
2548	39	153	507201
3512	39	153	507202
4791	39	153	507203
2933	39	153	507300
980	39	153	507400
6294	39	153	507500
4477	39	153	507600
4549	39	153	508000
2166	39	153	508301
4883	39	153	508399
2933	39	153	508600
6303	39	153	508800
4531	39	153	508900
1752	39	153	509000
2711	39	153	510100
4224	39	153	510200
5257	39	153	510301
6058	39	153	510302
3718	39	153	510400
4369	39	153	510500
1891	39	153	520103
4623	39	153	520104
4164	39	153	520105
2700	39	153	520106
2834	39	153	520201
4454	39	153	520202
3477	39	153	520301
3390	39	153	520302
4724	39	153	520400
4473	39	153	520500
3502	39	153	520600
5415	39	153	530101
4616	39	153	530103
7287	39	153	530104
2174	39	153	530105
4569	39	153	530108
3585	39	153	530401
3381	39	153	530402
5420	39	153	530501
3415	39	153	530502
4664	39	153	530603
3453	39	153	530604
5133	39	153	530605
5690	39	153	530606
2520	39	153	530700
6514	39	153	530800
4629	39	153	530901
5986	39	153	530902
5154	39	153	530903
3449	39	153	531001
5861	39	153	531002
3447	39	153	531101
4256	39	153	531102
3216	39	153	531103
7159	39	153	531401
4444	39	153	531405
8371	39	153	531500
4455	39	153	531601
2977	39	153	531602
3632	39	153	531701
4564	39	153	531702
5291	39	153	531801
4690	39	153	531802
3661	39	153	532001
4397	39	153	532003
3994	39	153	532004
6393	39	153	532202
5552	39	153	532301
5635	39	153	532302
3225	39	153	532501
2973	39	153	532502
3007	39	153	532600
7211	39	153	532701
3658	39	153	532702
5859	39	153	532703
7301	39	153	532705
3700	39	153	532706
5411	39	153	532708
1486	39	153	532901
8317	39	153	532902
5861	39	153	532999
1593	39	153	533000
4947	39	153	533101
2680	39	153	533102
5398	39	153	533200
5951	39	153	533400
8218	39	153	533501
3910	39	153	533502
6596	39	153	534000
2730	39	153	534100
2837	39	155	920300
2538	39	155	920400
1026	39	155	920500
3469	39	155	920600
4969	39	155	920700
2031	39	155	920800
3454	39	155	920900
5281	39	155	921000
3857	39	155	921100
1942	39	155	921200
2398	39	155	921300
3272	39	155	921400
5152	39	155	921500
4263	39	155	921600
2929	39	155	930101
2672	39	155	930102
2681	39	155	930200
3780	39	155	930300
4120	39	155	930400
6044	39	155	930500
3672	39	155	930600
4130	39	155	930700
4921	39	155	930800
7123	39	155	930900
5755	39	155	931000
2541	39	155	931100
3942	39	155	931200
4321	39	155	931300
4416	39	155	931400
3791	39	155	931500
4362	39	155	931601
3246	39	155	931602
1968	39	155	931700
5960	39	155	931900
6069	39	155	932000
2746	39	155	932200
5591	39	155	932300
3219	39	155	932500
3474	39	155	932600
5984	39	155	932701
2346	39	155	932702
3004	39	155	932801
3649	39	155	932802
2398	39	155	932900
5998	39	155	933001
4319	39	155	933002
2499	39	155	933100
2768	39	155	933301
4471	39	155	933302
3374	39	155	933400
3797	39	155	933500
4963	39	155	933600
2821	39	155	933700
2958	39	155	933800
2285	39	155	933900
5193	39	157	020100
3877	39	157	020200
3620	39	157	020300
5546	39	157	020400
5093	39	157	020500
5106	39	157	020600
6454	39	157	020700
5972	39	157	020800
4145	39	157	020900
4997	39	157	021000
2699	39	157	021100
2949	39	157	021200
4665	39	157	021300
2338	39	157	021400
7319	39	157	021500
4626	39	157	021600
5525	39	157	021700
2824	39	157	021800
2669	39	157	021900
3569	39	157	022001
3430	39	157	022002
3717	39	159	050100
4771	39	159	050200
3660	39	159	050301
6855	39	159	050303
2309	39	159	050304
9489	39	159	050400
5256	39	159	050500
4995	39	159	050601
4012	39	159	050602
8026	39	159	050700
3786	39	161	020100
4429	39	161	020200
2797	39	161	020300
3003	39	161	020400
3291	39	161	020500
1892	39	161	020600
1812	39	161	020700
4264	39	161	020800
3338	39	161	020900
5216	39	163	953000
4994	39	163	953100
3109	39	163	953200
4283	39	165	030101
3757	39	165	030102
1201	39	165	030200
3770	39	165	030501
5432	39	165	030503
4936	39	165	030504
3848	39	165	030600
6908	39	165	030700
6526	39	165	030800
13322	39	165	030900
8429	39	165	031000
3723	39	165	031100
8201	39	165	031200
4972	39	165	031300
4965	39	165	031400
4988	39	165	031500
8183	39	165	031600
4332	39	165	031700
10315	39	165	031902
16969	39	165	031903
6378	39	165	031904
6902	39	165	032003
6055	39	165	032004
10425	39	165	032005
3517	39	165	032006
6639	39	165	032007
6076	39	165	032100
19743	39	165	032201
5559	39	165	032202
4517	39	165	032300
4843	39	165	032400
3629	39	165	032501
4280	39	165	032502
3781	39	167	020101
2146	39	167	020102
6910	39	167	020200
3708	39	167	020300
2315	39	167	020400
2679	39	167	020500
3888	39	167	020800
2450	39	167	020900
3748	39	167	021000
4053	39	167	021100
5665	39	167	021200
4972	39	167	021300
3887	39	167	021400
1410	39	167	021500
3897	39	167	021600
5964	39	167	021700
3517	39	169	000100
3029	39	169	000200
2738	39	169	000300
4114	39	169	000500
5523	39	169	000600
7068	39	169	000700
7190	39	169	000800
3870	39	169	000900
2775	39	169	001000
1422	39	169	001100
1329	39	169	001200
4135	39	169	001300
3193	39	169	001400
7550	39	169	001700
3890	39	169	001800
3066	39	169	001900
3101	39	169	002000
2850	39	169	002100
3996	39	169	002200
3023	39	169	002300
3620	39	169	002400
2628	39	169	002500
3588	39	169	002901
5084	39	169	002902
2195	39	169	003000
2267	39	169	003100
3658	39	169	003200
3014	39	169	003300
3384	39	169	003400
3456	39	169	003500
3635	39	169	003700
1070	39	169	980000
4980	39	171	950100
4150	39	171	950200
4538	39	171	950300
4644	39	171	950400
4037	39	171	950500
4643	39	171	950600
4286	39	171	950700
3310	39	171	950800
2905	39	171	950900
5285	39	173	020100
2780	39	173	020200
4772	39	173	020300
5299	39	173	020401
5428	39	173	020402
2170	39	173	020500
4316	39	173	020601
6983	39	173	020602
6928	39	173	020700
4123	39	173	020800
7004	39	173	020900
3924	39	173	021000
3971	39	173	021100
5905	39	173	021200
3573	39	173	021300
3254	39	173	021400
2477	39	173	021500
6934	39	173	021600
3259	39	173	021701
5319	39	173	021702
5737	39	173	021800
3920	39	173	021901
5812	39	173	021902
4290	39	173	022100
2461	39	173	022200
3973	39	173	022300
3703	39	173	022400
4539	39	173	022500
4065	39	175	938000
4641	39	175	938100
3897	39	175	938200
3644	39	175	938300
3098	39	175	938400
3190	39	175	938500
